"run","start_time_min","end_time_min","jar_mass_g","jar_and_sample_mass_g","sample_mass_g","slope","surface","rainfall","replicate","raw_mass_g","condition","cumulative_mass_g"
38,0,5,2.4692,3.18727,0.71601,5,"concrete","high",2,0.71807,10,0.71601
38,5,10,2.48262,2.52949,0.04481,5,"concrete","high",2,0.0468700000000002,10,0.76082
38,10,15,2.47275,2.49288,0.01807,5,"concrete","high",2,0.02013,10,0.77889
38,15,20,2.49428,2.50332,0.00698,5,"concrete","high",2,0.00904000000000016,10,0.78587
38,20,25,2.47727,2.48519,0.00586,5,"concrete","high",2,0.00791999999999993,10,0.79173
38,25,30,2.49879,2.50475,0.0057,5,"concrete","high",2,0.00595999999999997,10,0.79743
39,0,5,2.48492,3.21765,0.72917,5,"concrete","high",3,0.73273,10,0.72917
39,5,10,2.56499,2.60932,0.04077,5,"concrete","high",3,0.04433,10,0.76994
39,10,15,2.4985,2.51462,0.01256,5,"concrete","high",3,0.0161199999999999,10,0.7825
39,15,20,2.45431,2.46401,0.00614,5,"concrete","high",3,0.00970000000000004,10,0.78864
39,20,25,2.46672,2.47287,0.00259,5,"concrete","high",3,0.00614999999999988,10,0.79123
39,25,30,2.48384,2.48795,0.00055,5,"concrete","high",3,0.00411000000000028,10,0.79178
40,0,5,2.47268,3.19801,0.72335,5,"concrete","high",4,0.72533,10,0.72335
40,5,10,2.48389,2.532,0.04613,5,"concrete","high",4,0.0481099999999999,10,0.76948
40,10,15,2.48455,2.50177,0.01524,5,"concrete","high",4,0.01722,10,0.78472
40,15,20,2.47911,2.48964,0.00855,5,"concrete","high",4,0.0105300000000002,10,0.79327
40,20,25,2.459,2.46574,0.00476,5,"concrete","high",4,0.00673999999999975,10,0.79803
40,25,30,2.46505,2.46945,0.00242,5,"concrete","high",4,0.00439999999999996,10,0.80045
41,0,5,2.5606,3.20478,0.6375,10,"concrete","high",1,0.64418,11,0.6375
41,5,10,2.47562,2.53556,0.05326,10,"concrete","high",1,0.0599399999999997,11,0.69076
41,10,15,2.54769,2.57061,0.01624,10,"concrete","high",1,0.02292,11,0.707
41,15,20,2.44559,2.45687,0.0046,10,"concrete","high",1,0.0112799999999997,11,0.7116
41,20,25,2.53087,2.54043,0.00288,10,"concrete","high",1,0.00956000000000001,11,0.71448
41,25,30,2.4689,2.4745,0,10,"concrete","high",1,0.00559999999999983,11,0.71448
42,0,5,2.48309,3.13748,0.6503,10,"concrete","high",2,0.65439,11,0.6503
42,5,10,2.49099,2.5525,0.05742,10,"concrete","high",2,0.0615100000000002,11,0.70772
42,10,15,2.47824,2.49766,0.01533,10,"concrete","high",2,0.0194200000000002,11,0.72305
42,15,20,2.45465,2.46603,0.00729,10,"concrete","high",2,0.0113799999999999,11,0.73034
42,20,25,2.48378,2.49296,0.00509,10,"concrete","high",2,0.00918000000000019,11,0.73543
42,25,30,2.47351,2.47942,0.00182,10,"concrete","high",2,0.00591000000000008,11,0.73725
43,0,5,2.53972,3.21393,0.67218,10,"concrete","high",3,0.67421,11,0.67218
43,5,10,2.45709,2.53111,0.07199,10,"concrete","high",3,0.07402,11,0.74417
43,10,15,2.45514,2.47757,0.0204,10,"concrete","high",3,0.02243,11,0.76457
43,15,20,2.47088,2.48366,0.01075,10,"concrete","high",3,0.0127799999999998,11,0.77532
43,20,25,2.49152,2.5018,0.00825,10,"concrete","high",3,0.0102799999999998,11,0.78357
43,25,30,2.46285,2.46851,0.00363,10,"concrete","high",3,0.00566000000000022,11,0.7872
44,0,5,2.5856,3.23392,0.64709,10,"concrete","high",4,0.64832,11,0.64709
44,5,10,2.47879,2.55162,0.0716,10,"concrete","high",4,0.0728300000000002,11,0.71869
44,10,15,2.47578,2.50211,0.0251,10,"concrete","high",4,0.0263300000000002,11,0.74379
44,15,20,2.47973,2.49601,0.01505,10,"concrete","high",4,0.0162800000000001,11,0.75884
44,20,25,2.49175,2.50026,0.00728,10,"concrete","high",4,0.0085099999999998,11,0.76612
44,25,30,2.48065,2.487,0.00512,10,"concrete","high",4,0.0063500000000003,11,0.77124
45,0,5,2.56067,3.19584,0.6329,15,"concrete","high",1,0.63517,12,0.6329
45,5,10,2.4685,2.56068,0.08991,15,"concrete","high",1,0.0921799999999999,12,0.72281
45,10,15,2.46932,2.50087,0.02928,15,"concrete","high",1,0.0315499999999997,12,0.75209
45,15,20,2.46173,2.47682,0.01282,15,"concrete","high",1,0.0150899999999998,12,0.76491
45,20,25,2.4888,2.49771,0.00664,15,"concrete","high",1,0.0089100000000002,12,0.77155
45,25,30,2.48615,2.49087,0.00245,15,"concrete","high",1,0.00472000000000028,12,0.774
46,0,5,2.49461,3.14315,0.64659,15,"concrete","high",2,0.64854,12,0.64659
46,5,10,2.48962,2.57582,0.08425,15,"concrete","high",2,0.0862000000000003,12,0.73084
46,10,15,2.48205,2.5074,0.0234,15,"concrete","high",2,0.02535,12,0.75424
46,15,20,2.47733,2.48986,0.01058,15,"concrete","high",2,0.0125300000000004,12,0.76482
46,20,25,2.48086,2.4874,0.00459,15,"concrete","high",2,0.00654000000000021,12,0.76941
46,25,30,2.47771,2.48135,0.00169,15,"concrete","high",2,0.00363999999999987,12,0.7711
47,0,5,2.49628,3.16344,0.66591,15,"concrete","high",3,0.66716,12,0.66591
47,5,10,2.48512,2.55656,0.07019,15,"concrete","high",3,0.07144,12,0.7361
47,10,15,2.48221,2.5094,0.02594,15,"concrete","high",3,0.02719,12,0.76204
47,15,20,2.49605,2.50739,0.01009,15,"concrete","high",3,0.0113400000000001,12,0.77213
47,20,25,2.4847,2.49084,0.00489,15,"concrete","high",3,0.00613999999999981,12,0.77702
47,25,30,2.47497,2.48075,0.00453,15,"concrete","high",3,0.00578000000000012,12,0.78155
48,0,5,2.56077,3.23537,0.67299,15,"concrete","high",4,0.6746,12,0.67299
48,5,10,2.58598,2.66537,0.07778,15,"concrete","high",4,0.0793899999999996,12,0.75077
48,10,15,2.55907,2.58163,0.02095,15,"concrete","high",4,0.0225599999999999,12,0.77172
48,15,20,2.50866,2.51743,0.00716,15,"concrete","high",4,0.00877000000000017,12,0.77888
48,20,25,2.50126,2.50607,0.0032,15,"concrete","high",4,0.00480999999999998,12,0.78208
48,25,30,2.50344,2.50806,0.00301,15,"concrete","high",4,0.00462000000000007,12,0.78509
49,0,5,2.47451,2.92276,0.44739,15,"concrete","med",1,0.44825,13,0.44739
49,5,10,2.45069,2.72485,0.2733,15,"concrete","med",1,0.27416,13,0.72069
49,10,15,2.56384,2.63998,0.07528,15,"concrete","med",1,0.0761400000000001,13,0.79597
49,15,20,2.54625,2.57694,0.02983,15,"concrete","med",1,0.0306899999999999,13,0.8258
49,20,25,2.56433,2.57929,0.0141,15,"concrete","med",1,0.0149599999999999,13,0.8399
49,25,30,2.57423,2.58516,0.01007,15,"concrete","med",1,0.0109300000000001,13,0.84997
50,0,5,2.56177,3.04753,0.48464,15,"concrete","med",2,0.48576,13,0.48464
50,5,10,2.56432,2.82462,0.25918,15,"concrete","med",2,0.2603,13,0.74382
50,10,15,2.55545,2.61774,0.06117,15,"concrete","med",2,0.06229,13,0.80499
50,15,20,2.46188,2.48355,0.02055,15,"concrete","med",2,0.0216700000000003,13,0.82554
50,20,25,2.46541,2.48538,0.01885,15,"concrete","med",2,0.0199700000000003,13,0.84439
50,25,30,2.49675,2.50389,0.00602,15,"concrete","med",2,0.00714000000000015,13,0.85041
51,0,5,2.50698,2.97465,0.46646,15,"concrete","med",3,0.46767,13,0.46646
51,5,10,2.54219,2.80284,0.25944,15,"concrete","med",3,0.26065,13,0.7259
51,10,15,2.5617,2.6389,0.07599,15,"concrete","med",3,0.0771999999999999,13,0.80189
51,15,20,2.50368,2.52953,0.02464,15,"concrete","med",3,0.0258499999999997,13,0.82653
51,20,25,2.54844,2.56564,0.01599,15,"concrete","med",3,0.0172000000000003,13,0.84252
51,25,30,2.49556,2.50567,0.0089,15,"concrete","med",3,0.0101100000000001,13,0.85142
52,0,5,2.52605,2.9774,0.44977,15,"concrete","med",4,0.45135,13,0.44977
52,5,10,2.51641,2.79288,0.27489,15,"concrete","med",4,0.27647,13,0.72466
52,10,15,2.45427,2.52672,0.07087,15,"concrete","med",4,0.0724499999999999,13,0.79553
52,15,20,2.55736,2.5843,0.02536,15,"concrete","med",4,0.0269399999999997,13,0.82089
52,20,25,2.56392,2.57663,0.01113,15,"concrete","med",4,0.0127100000000002,13,0.83202
52,25,30,2.56324,2.57332,0.0085,15,"concrete","med",4,0.0100799999999999,13,0.84052
53,0,5,2.4619,2.96185,0.49879,10,"concrete","med",1,0.49995,14,0.49879
53,5,10,2.4914,2.73474,0.24218,10,"concrete","med",1,0.24334,14,0.74097
53,10,15,2.50255,2.55816,0.05445,10,"concrete","med",1,0.0556100000000002,14,0.79542
53,15,20,2.45959,2.48144,0.02069,10,"concrete","med",1,0.0218500000000001,14,0.81611
53,20,25,2.46529,2.4815,0.01505,10,"concrete","med",1,0.0162100000000001,14,0.83116
53,25,30,2.48294,2.49181,0.00771,10,"concrete","med",1,0.00886999999999993,14,0.83887
54,0,5,2.48025,3.01556,0.53462,10,"concrete","med",2,0.53531,14,0.53462
54,5,10,2.45957,2.68949,0.22923,10,"concrete","med",2,0.22992,14,0.76385
54,10,15,2.48753,2.53632,0.0481,10,"concrete","med",2,0.0487899999999999,14,0.81195
54,15,20,2.46717,2.48623,0.01837,10,"concrete","med",2,0.0190600000000001,14,0.83032
54,20,25,2.48072,2.49122,0.00981,10,"concrete","med",2,0.0105000000000004,14,0.84013
54,25,30,2.49808,2.51183,0.01306,10,"concrete","med",2,0.0137499999999999,14,0.85319
55,0,5,2.48375,2.90731,0.42263,10,"concrete","med",3,0.42356,14,0.42263
55,5,10,2.46471,2.74786,0.28222,10,"concrete","med",3,0.28315,14,0.70485
55,10,15,2.48762,2.56364,0.07509,10,"concrete","med",3,0.0760199999999998,14,0.77994
55,15,20,2.53918,2.56554,0.02543,10,"concrete","med",3,0.0263599999999999,14,0.80537
55,20,25,2.56789,2.5861,0.01728,10,"concrete","med",3,0.0182100000000003,14,0.82265
55,25,30,2.56409,2.5753,0.01028,10,"concrete","med",3,0.0112099999999997,14,0.83293
56,0,5,2.55218,3.06209,0.50832,10,"concrete","med",4,0.50991,14,0.50832
56,5,10,2.55211,2.78499,0.23129,10,"concrete","med",4,0.23288,14,0.73961
56,10,15,2.54742,2.61127,0.06226,10,"concrete","med",4,0.0638500000000004,14,0.80187
56,15,20,2.56671,2.59608,0.02778,10,"concrete","med",4,0.0293700000000001,14,0.82965
56,20,25,2.53161,2.54687,0.01367,10,"concrete","med",4,0.01526,14,0.84332
56,25,30,2.48493,2.49541,0.00889,10,"concrete","med",4,0.0104800000000003,14,0.85221
57,0,5,2.56028,3.2385,0.67647,5,"concrete","med",1,0.67822,15,0.67647
57,5,10,2.56059,2.70448,0.14214,5,"concrete","med",1,0.14389,15,0.81861
57,10,15,2.57068,2.60737,0.03494,5,"concrete","med",1,0.0366900000000001,15,0.85355
57,15,20,2.57275,2.58615,0.01165,5,"concrete","med",1,0.0133999999999999,15,0.8652
57,20,25,2.57108,2.58183,0.009,5,"concrete","med",1,0.0107500000000003,15,0.8742
57,25,30,2.54446,2.55219,0.00598,5,"concrete","med",1,0.00773000000000001,15,0.88018
58,0,5,2.44024,3.1085,0.66699,5,"concrete","med",2,0.66826,15,0.66699
58,5,10,2.55628,2.71828,0.16073,5,"concrete","med",2,0.162,15,0.82772
58,10,15,2.54746,2.58058,0.03185,5,"concrete","med",2,0.0331199999999998,15,0.85957
58,15,20,2.54789,2.56351,0.01435,5,"concrete","med",2,0.0156199999999997,15,0.87392
58,20,25,2.55486,2.56726,0.01113,5,"concrete","med",2,0.0124,15,0.88505
58,25,30,2.56279,2.56997,0.00591,5,"concrete","med",2,0.00717999999999996,15,0.89096
59,0,5,2.55797,3.25835,0.69898,5,"concrete","med",3,0.70038,15,0.69898
59,5,10,2.55335,2.68826,0.13351,5,"concrete","med",3,0.13491,15,0.83249
59,10,15,2.56664,2.60141,0.03337,5,"concrete","med",3,0.03477,15,0.86586
59,15,20,2.57896,2.59341,0.01305,5,"concrete","med",3,0.0144500000000001,15,0.87891
59,20,25,2.56632,2.57336,0.00564,5,"concrete","med",3,0.00703999999999994,15,0.88455
59,25,30,2.54994,2.556,0.00466,5,"concrete","med",3,0.00606000000000018,15,0.88921
60,0,5,2.56331,3.22891,0.66451,5,"concrete","med",4,0.6656,15,0.66451
60,5,10,2.54747,2.71348,0.16492,5,"concrete","med",4,0.16601,15,0.82943
60,10,15,2.55917,2.59445,0.03419,5,"concrete","med",4,0.0352800000000002,15,0.86362
60,15,20,2.49578,2.51184,0.01497,5,"concrete","med",4,0.01606,15,0.87859
60,20,25,2.46085,2.47097,0.00903,5,"concrete","med",4,0.0101199999999997,15,0.88762
60,25,30,2.46557,2.47246,0.0058,5,"concrete","med",4,0.00688999999999984,15,0.89342
61,0,5,2.44035,2.7304,0.28912,5,"concrete","low",1,0.29005,16,0.28912
61,5,10,2.46478,2.75438,0.28867,5,"concrete","low",1,0.2896,16,0.57779
61,10,15,2.52406,2.60216,0.07717,5,"concrete","low",1,0.0781000000000001,16,0.65496
61,15,20,2.47263,2.51707,0.04351,5,"concrete","low",1,0.0444399999999998,16,0.69847
61,20,25,2.53116,2.55231,0.02022,5,"concrete","low",1,0.02115,16,0.71869
61,25,30,2.4489,2.46298,0.01315,5,"concrete","low",1,0.0140799999999999,16,0.73184
62,0,5,2.44591,2.78664,0.33843,5,"concrete","low",2,0.34073,16,0.33843
62,5,10,2.52933,2.81447,0.28284,5,"concrete","low",2,0.28514,16,0.62127
62,10,15,2.4819,2.5498,0.0656,5,"concrete","low",2,0.0678999999999998,16,0.68687
62,15,20,2.48127,2.52228,0.03871,5,"concrete","low",2,0.04101,16,0.72558
62,20,25,2.45957,2.478,0.01613,5,"concrete","low",2,0.0184300000000004,16,0.74171
62,25,30,2.4465,2.46198,0.01318,5,"concrete","low",2,0.0154800000000002,16,0.75489
63,0,5,2.5366,2.84247,0.3049,5,"concrete","low",3,0.30587,16,0.3049
63,5,10,2.50877,2.81532,0.30558,5,"concrete","low",3,0.30655,16,0.61048
63,10,15,2.56628,2.63813,0.07088,5,"concrete","low",3,0.07185,16,0.68136
63,15,20,2.56628,2.6026,0.03535,5,"concrete","low",3,0.0363199999999999,16,0.71671
63,20,25,2.56762,2.59169,0.0231,5,"concrete","low",3,0.02407,16,0.73981
63,25,30,2.45984,2.47508,0.01427,5,"concrete","low",3,0.0152400000000004,16,0.75408
64,0,5,2.55646,2.86884,0.31022,5,"concrete","low",4,0.31238,16,0.31022
64,5,10,2.46786,2.74811,0.27809,5,"concrete","low",4,0.28025,16,0.58831
64,10,15,2.56496,2.63494,0.06782,5,"concrete","low",4,0.0699799999999997,16,0.65613
64,15,20,2.55869,2.59846,0.03761,5,"concrete","low",4,0.0397700000000003,16,0.69374
64,20,25,2.54732,2.56678,0.0173,5,"concrete","low",4,0.01946,16,0.71104
64,25,30,2.54418,2.56211,0.01577,5,"concrete","low",4,0.0179300000000002,16,0.72681
65,0,5,2.44479,2.66389,0.21751,10,"concrete","low",1,0.2191,17,0.21751
65,5,10,2.55977,2.83995,0.27859,10,"concrete","low",1,0.28018,17,0.4961
65,10,15,2.56273,2.67074,0.10642,10,"concrete","low",1,0.10801,17,0.60252
65,15,20,2.56131,2.60636,0.04346,10,"concrete","low",1,0.0450499999999998,17,0.64598
65,20,25,2.56492,2.59611,0.0296,10,"concrete","low",1,0.03119,17,0.67558
65,25,30,2.56342,2.58289,0.01788,10,"concrete","low",1,0.0194700000000001,17,0.69346
66,0,5,2.57234,2.75466,0.18092,10,"concrete","low",2,0.18232,17,0.18092
66,5,10,2.57248,2.89893,0.32505,10,"concrete","low",2,0.32645,17,0.50597
66,10,15,2.56328,2.67093,0.10625,10,"concrete","low",2,0.10765,17,0.61222
66,15,20,2.57865,2.62498,0.04493,10,"concrete","low",2,0.0463299999999998,17,0.65715
66,20,25,2.54108,2.57464,0.03216,10,"concrete","low",2,0.03356,17,0.68931
66,25,30,2.54597,2.56135,0.01398,10,"concrete","low",2,0.01538,17,0.70329
67,0,5,2.53948,2.7213,0.18111,10,"concrete","low",3,0.18182,17,0.18111
67,5,10,2.55156,2.85306,0.30079,10,"concrete","low",3,0.3015,17,0.4819
67,10,15,2.57116,2.68054,0.10867,10,"concrete","low",3,0.10938,17,0.59057
67,15,20,2.54754,2.59787,0.04962,10,"concrete","low",3,0.0503299999999998,17,0.64019
67,20,25,2.55961,2.59253,0.03221,10,"concrete","low",3,0.0329199999999998,17,0.6724
67,25,30,2.51696,2.53503,0.01736,10,"concrete","low",3,0.0180699999999998,17,0.68976
68,0,5,2.52811,2.74732,0.2173,10,"concrete","low",4,0.21921,17,0.2173
68,5,10,2.5397,2.83347,0.29186,10,"concrete","low",4,0.29377,17,0.50916
68,10,15,2.5235,2.6325,0.10709,10,"concrete","low",4,0.109,17,0.61625
68,15,20,2.50768,2.55435,0.04476,10,"concrete","low",4,0.0466699999999998,17,0.66101
68,20,25,2.51335,2.54341,0.02815,10,"concrete","low",4,0.0300600000000002,17,0.68916
68,25,30,2.5187,2.53631,0.0157,10,"concrete","low",4,0.0176099999999999,17,0.70486
69,0,5,2.50828,2.63388,0.12348,15,"concrete","low",1,0.1256,18,0.12348
69,5,10,2.52146,2.85542,0.33184,15,"concrete","low",1,0.33396,18,0.45532
69,10,15,2.53003,2.64994,0.11779,15,"concrete","low",1,0.11991,18,0.57311
69,15,20,2.51902,2.57082,0.04968,15,"concrete","low",1,0.0518000000000001,18,0.62279
69,20,25,2.53698,2.57485,0.03575,15,"concrete","low",1,0.0378700000000003,18,0.65854
69,25,30,2.51723,2.53716,0.01781,15,"concrete","low",1,0.01993,18,0.67635
70,0,5,2.52538,2.70531,0.17758,15,"concrete","low",2,0.17993,18,0.17758
70,5,10,2.52077,2.83186,0.30874,15,"concrete","low",2,0.31109,18,0.48632
70,10,15,2.55054,2.66402,0.11113,15,"concrete","low",2,0.11348,18,0.59745
70,15,20,2.52365,2.57844,0.05244,15,"concrete","low",2,0.0547900000000001,18,0.64989
70,20,25,2.51599,2.55159,0.03325,15,"concrete","low",2,0.0356000000000001,18,0.68314
70,25,30,2.53339,2.55111,0.01537,15,"concrete","low",2,0.0177200000000002,18,0.69851
71,0,5,2.53182,2.73624,0.20274,15,"concrete","low",3,0.20442,18,0.20274
71,5,10,2.52743,2.84052,0.31141,15,"concrete","low",3,0.31309,18,0.51415
71,10,15,2.53213,2.62335,0.08954,15,"concrete","low",3,0.0912199999999999,18,0.60369
71,15,20,2.51251,2.56441,0.05022,15,"concrete","low",3,0.0519000000000003,18,0.65391
71,20,25,2.51685,2.55162,0.03309,15,"concrete","low",3,0.0347700000000004,18,0.687
71,25,30,2.52894,2.54597,0.01535,15,"concrete","low",3,0.0170300000000001,18,0.70235
72,0,5,2.5269,2.68696,0.15795,15,"concrete","low",4,0.16006,18,0.15795
72,5,10,2.5181,2.83388,0.31367,15,"concrete","low",4,0.31578,18,0.47162
72,10,15,2.52471,2.64719,0.12037,15,"concrete","low",4,0.12248,18,0.59199
72,15,20,2.52203,2.57548,0.05134,15,"concrete","low",4,0.0534500000000002,18,0.64333
72,20,25,2.53365,2.56934,0.03358,15,"concrete","low",4,0.0356899999999998,18,0.67691
72,25,30,2.53818,2.55652,0.01623,15,"concrete","low",4,0.0183399999999998,18,0.69314
